session_date,project_code,committee,affiliation,quote_en,Community_acceptance,Technical,Finance,Environmental,Planning,position_manual,GPT_3_prediction,GPT_3_analysis
18/01/2016,255-0310029,מחוז צפון,Planning bodies,"I'm interested in what the county's comments were on this thing. Towers of 150 m spread here in the district. We are not at all in a position to discuss applications for permits or things like that. We are very far away.   In my opinion, the issue of you night and the birds with all due respect to them is not the only problem. In my opinion neither
the main problem.
Let's say now you will put turbines in the Jezreel Valley (Israel is a unique corridor through which a huge amount of birds pass and needs to be treated with super sensitivity...) The staff didn't know all this? Let's say women from Mechem and we find 400 million birds that pass through here at night, we can put turbines. The subject of Mechem is written in Tama and it is not binding in only two cases: the case of a small turbine farm when in my eyes every turbine is big. In my opinion, and it has also been said here, there is no small farm on our table in the district. They are all big. The second thing was when there is no night migration. According to what we heard from Nadav, the State of Israel is covered by night migration. We cannot say (that there is no night migration), when an expert ornithologist comes who says that the migration mostly takes place at night.. In the two cases where the TMA may have allowed consideration of whether to give up night radar, we do not have the tools to say with certainty that these tools are at our disposal. Do you object to what I say? ?.. The difference is that America's survey gives you a map of the entire State of Israel. It does not give a point mapping on a specific turbine. When it comes to giving a permit or permission to produce a plan, it is about a specific turbine that stands in a certain place and there is no data on that. There is a misunderstanding here. The teams that work are not related therefore from you not from you. I understood that this is the case, that one team is engaged in formulating criteria for the evaluation of the data for the day. The second team examines technologies for what exactly? Stop the turbines? An entrepreneur comes to me and says he doesn't want a survey, and he puts a patent on every turbine that stops every time a flock of birds comes. You are basically saying that if there is a mechanism that stops the turbines in real time then there is no need for a survey.   
The only place where you might not be needed is where the turbines stop automatically. Theoretically, where the turbine stops automatically, no survey is needed. Alex says, and to some extent others have also said this, that if a person is given permission and he sets up and it changes the business plan, then he can sue us. Or for him, 50 days a year he covers the expenses and even has pocket money. From the state's point of view, the price it pays for pocket money in the pocket, but from the point of view of the electricity sector, it is not strategic.. I am considering another thing. We are a solar country, we are for them to subsidize even more, like they did with the photovoltaic roofs. In our district there are 3 programs of pumped energy. It certainly doesn't hurt the landscape.. We are deploying a natural gas network",0,0,0,1,1,Strongly opposed,-0.5,"The speaker in the statement expresses several concerns about the wind turbine project, particularly focusing on the inadequacy of current avian impact assessments and the potential negative impacts on bird migration, which occurs at night. The speaker also mentions the lack of specific data for individual turbines and the reliance on automatic stopping mechanisms as insufficient without proper surveys. Additionally, the speaker contrasts the wind turbine project with alternative energy strategies, like solar power and natural gas, which are implied to be less harmful to the landscape and possibly more strategic for the energy sector.

The concerns about the adequacy of environmental assessments, the emphasis on potential negative impacts without clear mitigation strategies, and the comparison to other energy sources suggest opposition to the wind turbine project. The speaker does not appear to support the project due to these unresolved issues and the potential risks to wildlife and strategic energy planning.

STANCE: oppose"
18/01/2016,255-0310045,מחוז צפון,Planning bodies,"I'm interested in what the county's comments were on this thing. Towers of 150 m spread here in the district. We are not at all in a position to discuss applications for permits or things like that. We are very far away.   In my opinion, the issue of you night and the birds with all due respect to them is not the only problem. In my opinion neither
the main problem.
Let's say now you will put turbines in the Jezreel Valley (Israel is a unique corridor through which a huge amount of birds pass and needs to be treated with super sensitivity...) The staff didn't know all this? Let's say women from Mechem and we find 400 million birds that pass through here at night, we can put turbines. The subject of Mechem is written in Tama and it is not binding in only two cases: the case of a small turbine farm when in my eyes every turbine is big. In my opinion, and it has also been said here, there is no small farm on our table in the district. They are all big. The second thing was when there is no night migration. According to what we heard from Nadav, the State of Israel is covered by night migration. We cannot say (that there is no night migration), when an expert ornithologist comes who says that the migration mostly takes place at night.. In the two cases where the TMA may have allowed consideration of whether to give up night radar, we do not have the tools to say with certainty that these tools are at our disposal. Do you object to what I say? ?.. The difference is that America's survey gives you a map of the entire State of Israel. It does not give a point mapping on a specific turbine. When it comes to giving a permit or permission to produce a plan, it is about a specific turbine that stands in a certain place and there is no data on that. There is a misunderstanding here. The teams that work are not related therefore from you not from you. I understood that this is the case, that one team is engaged in formulating criteria for the evaluation of the data for the day. The second team examines technologies for what exactly? Stop the turbines? An entrepreneur comes to me and says he doesn't want a survey, and he puts a patent on every turbine that stops every time a flock of birds comes. You are basically saying that if there is a mechanism that stops the turbines in real time then there is no need for a survey.   
The only place where you might not be needed is where the turbines stop automatically. Theoretically, where the turbine stops automatically, no survey is needed. Alex says, and to some extent others have also said this, that if a person is given permission and he sets up and it changes the business plan, then he can sue us. Or for him, 50 days a year he covers the expenses and even has pocket money. From the state's point of view, the price it pays for pocket money in the pocket, but from the point of view of the electricity sector, it is not strategic.. I am considering another thing. We are a solar country, we are for them to subsidize even more, like they did with the photovoltaic roofs. In our district there are 3 programs of pumped energy. It certainly doesn't hurt the landscape.. We are deploying a natural gas network",0,0,0,1,1,Strongly opposed,-0.5,"The speaker in the statement expresses several concerns about the wind turbine project, particularly focusing on the inadequacy of current avian impact assessments and the potential negative impacts on bird migration, which occurs at night. The speaker also highlights a lack of specific data for individual turbines and questions the sufficiency of stopping turbines automatically as a mitigation measure without thorough surveys. Additionally, the speaker suggests a preference for alternative energy sources like solar, which they believe do not harm the landscape as turbines might. These points align with the criteria for opposition, as they emphasize the need for more detailed studies, express doubts about the mitigation measures, and suggest alternatives to wind turbines.

STANCE: oppose"
18/01/2016,254-0286005,מחוז צפון,Planning bodies,"We are at the stage where we have turned to the Ministry of Environmental Protection to give instructions for the preparation of an environmental impact report. I understood that it is impossible to give instructions because there are no criteria yet. Dorit, how long do you have to issue instructions? I understood that they cannot confirm the guidelines because the question is still what is being tested and how is it being tested. In the instructions, we said yes to prepare the survey for damage to winged animals. Let's say I got it to accept or approve the survey. Since we have a big question about how to do the survey, then how can we... confirm the instructions. A single one who doesn't want a radar .. that's the question .. What you came up with means that I'm calibrating to be ready at best at the end of February. Decided at this point not decided 
Let's go back to where we are today. Today we are talking about approving guidelines for this preparation. We heard reservations, only on one topic how to do the survey at night on a day of 8 seasons and stories. We could have gone to an existing TMA and told you night and we said no, maybe something will change. We asked for a team expert who says it takes another month and says he is now undergoing a more in-depth and professional examination. I think that at the moment we have no choice but to decide that we have heard it and lend our hand to a professional job and do not make a decision until the team does... later they will accuse us of buying from you for a million NIS and not giving the other one from you. We understand the complexity of the issue and think it is right to allow the team to finish the work. It is new in the State of Israel and we have not gained much experience with what is happening abroad and we heard that 800 turbines were closed in some place. I saw in Austria the scary thing that in an agricultural area an Austrian cow is walking around in a beautiful area .. there is more white noise and there are many things. Instead of making a wrong decision, but quickly, I think you should make the right decision, as much as possible, and if it costs a few months, then it's not worth it because later it's crying.
If it's a delay of two or three months, it's not a problem. I am angry about one thing. No one wants to take responsibility. Shut down the turbines. You say checking but not delaying. In the end, the one who will pay, by and large, is the same entrepreneur who wants to invest but is currently out of choice spending the money for you. So I prefer to tell the truth. At the moment no opinion has been formed.. in order not to introduce entrepreneurs to expensive expenses and in terms of.. whoever wants to is ready to commit suicide. There is brake technology. How would you buy electricity from the electricity company when no one knows when it will stop supplying you with electricity? There is no doubt that a turbine changes the rural landscape. Now we need to check whether the State of Israel is willing to pay in the countryside for the electricity or the minimal electricity that out of 360 days the turbines will not work for 200 days. It is not worth erecting the turbine and spoiling the landscape. In public eyes you have to look and maybe 50 days is a small fly and you don't want to see at all",0,0,0,1,1,Neutral,-0.5,"The speaker in the statement expresses significant concerns about the wind turbine project, focusing on the potential negative impacts and the need for further assessments. They mention the need for additional expert evaluations, the impact on the landscape, and the reliability of the turbines. The speaker also highlights the lack of experience with such projects in Israel and references problems observed in other countries. There is a clear emphasis on delaying the decision to ensure all impacts are thoroughly considered and to avoid making a hasty decision that could lead to regret. The speaker's concerns about the project's impact on the landscape and the adequacy of current assessments align with the opposition indicators.

STANCE: oppose"
18/01/2016,204-0284679,מחוז צפון,Planning bodies,"We are at the stage where we have turned to the Ministry of Environmental Protection to give instructions for the preparation of an environmental impact report. I understood that it is impossible to give instructions because there are no criteria yet. Dorit, how long do you have to issue instructions? I understood that they cannot confirm the guidelines because the question is still what is being tested and how is it being tested. In the instructions, we said yes to prepare the survey for damage to winged animals. Let's say I got it to accept or approve the survey. Since we have a big question about how to do the survey, then how can we... confirm the instructions. A single one who doesn't want a radar .. that's the question .. What you came up with means that I'm calibrating to be ready at best at the end of February. Decided at this point not decided 
Let's go back to where we are today. Today we are talking about approving guidelines for this preparation. We heard reservations, only on one topic how to do the survey at night on a day of 8 seasons and stories. We could have gone to an existing TMA and told you night and we said no, maybe something will change. We asked for a team expert who says it takes another month and says he is now undergoing a more in-depth and professional examination. I think that at the moment we have no choice but to decide that we have heard it and lend our hand to a professional job and do not make a decision until the team does... later they will accuse us of buying from you for a million NIS and not giving the other one from you. We understand the complexity of the issue and think it is right to allow the team to finish the work. It is new in the State of Israel and we have not gained much experience with what is happening abroad and we heard that 800 turbines were closed in some place. I saw in Austria the scary thing that in an agricultural area an Austrian cow is walking around in a beautiful area .. there is more white noise and there are many things. Instead of making a wrong decision, but quickly, I think you should make the right decision, as much as possible, and if it costs a few months, then it's not worth it because later it's crying.
If it's a delay of two or three months, it's not a problem. I am angry about one thing. No one wants to take responsibility. Shut down the turbines. You say checking but not delaying. In the end, the one who will pay, by and large, is the same entrepreneur who wants to invest but is currently out of choice spending the money for you. So I prefer to tell the truth. At the moment no opinion has been formed.. in order not to introduce entrepreneurs to expensive expenses and in terms of.. whoever wants to is ready to commit suicide. There is brake technology. How would you buy electricity from the electricity company when no one knows when it will stop supplying you with electricity? There is no doubt that a turbine changes the rural landscape. Now we need to check whether the State of Israel is willing to pay in the countryside for the electricity or the minimal electricity that out of 360 days the turbines will not work for 200 days. It is not worth erecting the turbine and spoiling the landscape. In public eyes you have to look and maybe 50 days is a small fly and you don't want to see at all",0,0,0,1,1,Neutral,-0.5,"The speaker in the statement expresses several concerns and reservations about the wind turbine project. They highlight the need for further assessments and professional evaluations, particularly regarding the environmental impact and the operational feasibility of the turbines. The speaker also mentions the potential negative effects on the landscape and the local community, emphasizing the importance of making a well-informed decision rather than a hasty one. There is a clear focus on the risks and uncertainties associated with the project, including the reliability of energy supply and the visual impact on rural areas. The speaker advocates for a cautious approach, suggesting a delay in decision-making to allow for more thorough investigations and to avoid future regrets.

STANCE: oppose"
18/01/2016,255-0310029,מחוז צפון,Planning bodies,"We are at the stage where we have turned to the Ministry of Environmental Protection to give instructions for the preparation of an environmental impact report. I understood that it is impossible to give instructions because there are no criteria yet. Dorit, how long do you have to issue instructions? I understood that they cannot confirm the guidelines because the question is still what is being tested and how is it being tested. In the instructions, we said yes to prepare the survey for damage to winged animals. Let's say I got it to accept or approve the survey. Since we have a big question about how to do the survey, then how can we... confirm the instructions. A single one who doesn't want a radar .. that's the question .. What you came up with means that I'm calibrating to be ready at best at the end of February. Decided at this point not decided 
Let's go back to where we are today. Today we are talking about approving guidelines for this preparation. We heard reservations, only on one topic how to do the survey at night on a day of 8 seasons and stories. We could have gone to an existing TMA and told you night and we said no, maybe something will change. We asked for a team expert who says it takes another month and says he is now undergoing a more in-depth and professional examination. I think that at the moment we have no choice but to decide that we have heard it and lend our hand to a professional job and do not make a decision until the team does... later they will accuse us of buying from you for a million NIS and not giving the other one from you. We understand the complexity of the issue and think it is right to allow the team to finish the work. It is new in the State of Israel and we have not gained much experience with what is happening abroad and we heard that 800 turbines were closed in some place. I saw in Austria the scary thing that in an agricultural area an Austrian cow is walking around in a beautiful area .. there is more white noise and there are many things. Instead of making a wrong decision, but quickly, I think you should make the right decision, as much as possible, and if it costs a few months, then it's not worth it because later it's crying.
If it's a delay of two or three months, it's not a problem. I am angry about one thing. No one wants to take responsibility. Shut down the turbines. You say checking but not delaying. In the end, the one who will pay, by and large, is the same entrepreneur who wants to invest but is currently out of choice spending the money for you. So I prefer to tell the truth. At the moment no opinion has been formed.. in order not to introduce entrepreneurs to expensive expenses and in terms of.. whoever wants to is ready to commit suicide. There is brake technology. How would you buy electricity from the electricity company when no one knows when it will stop supplying you with electricity? There is no doubt that a turbine changes the rural landscape. Now we need to check whether the State of Israel is willing to pay in the countryside for the electricity or the minimal electricity that out of 360 days the turbines will not work for 200 days. It is not worth erecting the turbine and spoiling the landscape. In public eyes you have to look and maybe 50 days is a small fly and you don't want to see at all",0,0,0,1,1,Neutral,-0.5,"The speaker in the statement expresses significant concerns about the wind turbine project, focusing on the potential negative impacts and the need for further assessments. They mention the need for additional expert evaluations and express hesitation about making a quick decision without thorough consideration. The speaker also highlights the potential visual and noise impacts on the landscape and local community, suggesting that these factors need to be carefully weighed against the benefits of the project. The emphasis on delaying the decision to ensure all impacts are properly considered and the mention of the project's potential to change the rural landscape negatively indicate opposition to the project as currently proposed.

STANCE: oppose"
18/01/2016,255-0310045,מחוז צפון,Planning bodies,"We are at the stage where we have turned to the Ministry of Environmental Protection to give instructions for the preparation of an environmental impact report. I understood that it is impossible to give instructions because there are no criteria yet. Dorit, how long do you have to issue instructions? I understood that they cannot confirm the guidelines because the question is still what is being tested and how is it being tested. In the instructions, we said yes to prepare the survey for damage to winged animals. Let's say I got it to accept or approve the survey. Since we have a big question about how to do the survey, then how can we... confirm the instructions. A single one who doesn't want a radar .. that's the question .. What you came up with means that I'm calibrating to be ready at best at the end of February. Decided at this point not decided",0,0,0,1,1,Neutral,-0.5,"The statement reflects concerns and challenges related to the environmental impact assessment process, particularly regarding the preparation and approval of surveys for damage to winged animals. The speaker is questioning the adequacy of the guidelines and the methods for conducting these surveys, indicating a lack of clarity and dissatisfaction with the current state of regulatory guidance. The mention of needing to calibrate and prepare by a specific deadline suggests ongoing efforts to comply with requirements, albeit with significant uncertainty and procedural hurdles.

The focus on the difficulties in confirming guidelines and conducting adequate surveys, without explicitly opposing the project but highlighting procedural and regulatory inadequacies, leans towards a stance of questioning and concern rather than outright support or opposition. However, the emphasis on the need for better-defined guidelines and the challenges in meeting regulatory expectations slightly leans towards opposition due to the expressed doubts about the adequacy of current assessments and guidelines.

STANCE: oppose"
18/01/2016,254-0286005,מחוז צפון,Government,"Everyone has already received instructions. Since there were objections to the guidelines and we are in the process of approving the guidelines. In the last discussion, the Ein Harod guys also said they wanted to wait for the decisions of the round table. We contacted the planning manager and there was a statement that there was a discussion... they said they wanted to wait and see what was written. There was a round table, it was decided on dedicated teams. All the companies worked on these guidelines before they came here and they sampled between one and two years a winged survey of birds and bats. There was a debate about the instructions given to them by RTG, whether they were valid or similar or the same.. and if there is justification for giving them and we reached a compromise with the developers.. the heart of the matter is that they received a strange one, as soon as TMA 1012 was approved, and therefore the night radar must be used In all the guidelines, the topic of using them overnight for 4 seasons was included. For at least another year and a half, ZA postpones the submission of the conclusions of an environmental impact survey because they are obligated to submit an environmental impact survey as part of it. 90% of the companies have a ready-made survey in hand and what is holding them back is a winged survey. Do we accede to the request of the various companies to give up On the subject of a condition for submitting a review that also includes the results of a night survey, do we require it to be done as part of the review. This means that some companies say that we are ready automatically with the review, release this part to us.. There are 2 companies that we have approved: the Zodiac company and the They have already bought from you and presented in the field and you are working",0,0,0,1,1,Support,1,"The statement reflects a complex situation involving negotiations and regulatory processes related to environmental impact assessments for a wind turbine project. The speaker discusses ongoing discussions and compromises with developers, particularly concerning guidelines for avian surveys and the use of night radar. The mention of debates over the validity of instructions from RTG and the decision to require night surveys for four seasons indicates concerns about the adequacy of current assessments and the need for additional data. However, the speaker also notes that most companies are prepared with their environmental impact surveys, suggesting some level of readiness to comply with regulatory requirements. The overall tone suggests a focus on resolving issues to move forward with the project, albeit with some concessions to opposition concerns.

STANCE: support"
18/01/2016,204-0284679,מחוז צפון,Government,"Everyone has already received instructions. Since there were objections to the guidelines and we are in the process of approving the guidelines. In the last discussion, the Ein Harod guys also said they wanted to wait for the decisions of the round table. We contacted the planning manager and there was a statement that there was a discussion... they said they wanted to wait and see what was written. There was a round table, it was decided on dedicated teams. All the companies worked on these guidelines before they came here and they sampled between one and two years a winged survey of birds and bats. There was a debate about the instructions given to them by RTG, whether they were valid or similar or the same.. and if there is justification for giving them and we reached a compromise with the developers.. the heart of the matter is that they received a strange one, as soon as TMA 1012 was approved, and therefore the night radar must be used In all the guidelines, the topic of using them overnight for 4 seasons was included. For at least another year and a half, ZA postpones the submission of the conclusions of an environmental impact survey because they are obligated to submit an environmental impact survey as part of it. 90% of the companies have a ready-made survey in hand and what is holding them back is a winged survey. Do we accede to the request of the various companies to give up On the subject of a condition for submitting a review that also includes the results of a night survey, do we require it to be done as part of the review. This means that some companies say that we are ready automatically with the review, release this part to us.. There are 2 companies that we have approved: the Zodiac company and the They have already bought from you and presented in the field and you are working",0,0,0,1,1,Support,1,"The statement reflects a complex situation involving negotiations and regulatory processes concerning environmental impact assessments, particularly related to avian studies. The speaker mentions ongoing discussions, objections to guidelines, and the establishment of dedicated teams to address these issues, indicating a response to concerns raised. There is a mention of a compromise reached with developers and an ongoing requirement for night surveys, suggesting efforts to address environmental concerns comprehensively. However, the statement also indicates some resistance or challenges to fully implementing these requirements, as seen in the discussion about whether to waive the requirement for a night survey in the environmental review.

Overall, the speaker seems to be involved in managing or coordinating the project's approval process, focusing on adhering to environmental guidelines and addressing objections through compromise and additional studies. This indicates a supportive stance towards the project while acknowledging and addressing environmental concerns.

STANCE: support"
18/01/2016,255-0310029,מחוז צפון,Government,"Everyone has already received instructions. Since there were objections to the guidelines and we are in the process of approving the guidelines. In the last discussion, the Ein Harod guys also said they wanted to wait for the decisions of the round table. We contacted the planning manager and there was a statement that there was a discussion... they said they wanted to wait and see what was written. There was a round table, it was decided on dedicated teams. All the companies worked on these guidelines before they came here and they sampled between one and two years a winged survey of birds and bats. There was a debate about the instructions given to them by RTG, whether they were valid or similar or the same.. and if there is justification for giving them and we reached a compromise with the developers.. the heart of the matter is that they received a strange one, as soon as TMA 1012 was approved, and therefore the night radar must be used In all the guidelines, the topic of using them overnight for 4 seasons was included. For at least another year and a half, ZA postpones the submission of the conclusions of an environmental impact survey because they are obligated to submit an environmental impact survey as part of it. 90% of the companies have a ready-made survey in hand and what is holding them back is a winged survey. Do we accede to the request of the various companies to give up On the subject of a condition for submitting a review that also includes the results of a night survey, do we require it to be done as part of the review. This means that some companies say that we are ready automatically with the review, release this part to us.. There are 2 companies that we have approved: the Zodiac company and the They have already bought from you and presented in the field and you are working",0,0,0,1,1,Support,1,"The statement reflects a complex situation involving negotiations and regulatory processes related to environmental impact assessments, particularly concerning avian populations. The speaker mentions ongoing discussions, compromises with developers, and adherence to newly approved guidelines, indicating efforts to address environmental concerns and comply with regulations. The mention of dedicated teams and coordination with planning managers suggests an attempt to manage the project's impact responsibly. However, there is also an indication of opposition from some parties, as seen in the debate over the validity of instructions from RTG and the delay in submitting environmental impact surveys demanded by regulations.

Overall, the speaker seems to be involved in managing the project's approval process, focusing on compliance and addressing concerns through established regulatory frameworks and discussions, which aligns more with a supportive stance towards the project's continuation under regulated conditions.

STANCE: support"
18/01/2016,255-0310045,מחוז צפון,Government,"Everyone has already received instructions. Since there were objections to the guidelines and we are in the process of approving the guidelines. In the last discussion, the Ein Harod guys also said they wanted to wait for the decisions of the round table. We contacted the planning manager and there was a statement that there was a discussion... they said they wanted to wait and see what was written. There was a round table, it was decided on dedicated teams. All the companies worked on these guidelines before they came here and they sampled between one and two years a winged survey of birds and bats. There was a debate about the instructions given to them by RTG, whether they were valid or similar or the same.. and if there is justification for giving them and we reached a compromise with the developers.. the heart of the matter is that they received a strange one, as soon as TMA 1012 was approved, and therefore the night radar must be used In all the guidelines, the topic of using them overnight for 4 seasons was included. For at least another year and a half, ZA postpones the submission of the conclusions of an environmental impact survey because they are obligated to submit an environmental impact survey as part of it. 90% of the companies have a ready-made survey in hand and what is holding them back is a winged survey. Do we accede to the request of the various companies to give up On the subject of a condition for submitting a review that also includes the results of a night survey, do we require it to be done as part of the review. This means that some companies say that we are ready automatically with the review, release this part to us.. There are 2 companies that we have approved: the Zodiac company and the They have already bought from you and presented in the field and you are working",0,0,0,1,1,Support,1,"The statement reflects a complex situation involving negotiations and regulatory processes concerning the wind turbine project. The speaker mentions ongoing discussions about guidelines and environmental impact assessments, specifically concerning avian populations. There is mention of a compromise with developers and ongoing debates about the adequacy of the guidelines provided by RTG. The statement also indicates that some companies are ready with their environmental surveys, but there are delays due to additional requirements, such as night surveys. The overall tone suggests a focus on resolving regulatory and environmental concerns to move forward with the project, indicating a supportive stance towards completing the project while addressing environmental concerns.

STANCE: support"
18/01/2016,254-0286005,מחוז צפון,Environmental organizations,"The radar is part of the guidelines, but this is a significant but, the whole issue of the guidelines and the TMA went through a process of objections, an investigation by a researcher who writes a 120-page report and does not take them seriously and talks about why in Israel it is important to come up with significant demands. Proportionality. The requirements are similar to other places. She talks about the fact that Israel is an unusual place in terms of the amount of birds and that the requirements are reasonable in other places in the world. She also referred to when the survey is submitted. You have a role in providing data in making a decision whether to approve or deposit a plan and the second thing is an operating regime. In our opinion and also in the opinion of the researcher, it is impossible to deposit a plan and she refers to it when it is supposed to be submitted because you need to understand all the meanings of the plan. In this context, also from you tonight and his data is for the time of the deposit. There is also validity from the drug and I will quote at what stage it is possible to consider waiving a radar (reading from Section A. 3, Appendix 7). That is, there are 2 cases where night measurement does not take place. All the plans discussed here are big plans. There is no knowledge of what is going on At night in terms of migration",0,0,0,1,1,Weakly opposed,-0.5,"The statement reflects concerns about the adequacy of environmental guidelines and assessments, particularly in relation to avian populations and the specific conditions in Israel. The speaker references a detailed report by a researcher who criticizes the current guidelines and emphasizes the unique environmental challenges in Israel, suggesting that the standard requirements may not be sufficient. The mention of needing more comprehensive data and questioning the timing and adequacy of surveys indicates a skepticism towards the current project planning and implementation processes. The speaker appears to advocate for a more rigorous evaluation before proceeding with the project.

STANCE: oppose"
18/01/2016,204-0284679,מחוז צפון,Environmental organizations,"The radar is part of the guidelines, but this is a significant but, the whole issue of the guidelines and the TMA went through a process of objections, an investigation by a researcher who writes a 120-page report and does not take them seriously and talks about why in Israel it is important to come up with significant demands. Proportionality. The requirements are similar to other places. She talks about the fact that Israel is an unusual place in terms of the amount of birds and that the requirements are reasonable in other places in the world. She also referred to when the survey is submitted. You have a role in providing data in making a decision whether to approve or deposit a plan and the second thing is an operating regime. In our opinion and also in the opinion of the researcher, it is impossible to deposit a plan and she refers to it when it is supposed to be submitted because you need to understand all the meanings of the plan. In this context, also from you tonight and his data is for the time of the deposit. There is also validity from the drug and I will quote at what stage it is possible to consider waiving a radar (reading from Section A. 3, Appendix 7). That is, there are 2 cases where night measurement does not take place. All the plans discussed here are big plans. There is no knowledge of what is going on At night in terms of migration",0,0,0,1,1,Weakly opposed,-0.5,"The statement reflects a critical view of the wind turbine project's environmental assessment processes, particularly concerning avian impacts. The speaker highlights concerns about the adequacy of the guidelines and the seriousness with which objections and research findings are treated, suggesting that the requirements might not be sufficiently stringent given the unique environmental context of Israel. The mention of needing more comprehensive data to make informed decisions about project approvals indicates a demand for more rigorous environmental scrutiny. This stance aligns with opposing views that question the adequacy of current assessments and emphasize potential negative consequences without clear solutions.

STANCE: oppose"
18/01/2016,255-0310029,מחוז צפון,Environmental organizations,"The radar is part of the guidelines, but this is a significant but, the whole issue of the guidelines and the TMA went through a process of objections, an investigation by a researcher who writes a 120-page report and does not take them seriously and talks about why in Israel it is important to come up with significant demands. Proportionality. The requirements are similar to other places. She talks about the fact that Israel is an unusual place in terms of the amount of birds and that the requirements are reasonable in other places in the world. She also referred to when the survey is submitted. You have a role in providing data in making a decision whether to approve or deposit a plan and the second thing is an operating regime. In our opinion and also in the opinion of the researcher, it is impossible to deposit a plan and she refers to it when it is supposed to be submitted because you need to understand all the meanings of the plan. In this context, also from you tonight and his data is for the time of the deposit. There is also validity from the drug and I will quote at what stage it is possible to consider waiving a radar (reading from Section A. 3, Appendix 7). That is, there are 2 cases where night measurement does not take place. All the plans discussed here are big plans. There is no knowledge of what is going on At night in terms of migration",0,0,0,1,1,Weakly opposed,-0.5,"The statement reflects a critical perspective on the wind turbine project, particularly focusing on the inadequacy of the environmental impact assessments and the specific challenges posed by the local avian population. The speaker references a detailed report by a researcher who questions the seriousness with which guidelines and objections are treated, especially in the unique context of Israel's significant bird migration patterns. The mention of needing more comprehensive data before making decisions on project approval indicates a demand for more rigorous environmental scrutiny and suggests that the current assessments do not adequately address the specific local conditions.

STANCE: oppose"
18/01/2016,255-0310045,מחוז צפון,Environmental organizations,"The radar is part of the guidelines, but this is a significant but, the whole issue of the guidelines and the TMA went through a process of objections, an investigation by a researcher who writes a 120-page report and does not take them seriously and talks about why in Israel it is important to come up with significant demands. Proportionality. The requirements are similar to other places. She talks about the fact that Israel is an unusual place in terms of the amount of birds and that the requirements are reasonable in other places in the world. She also referred to when the survey is submitted. You have a role in providing data in making a decision whether to approve or deposit a plan and the second thing is an operating regime. In our opinion and also in the opinion of the researcher, it is impossible to deposit a plan and she refers to it when it is supposed to be submitted because you need to understand all the meanings of the plan. In this context, also from you tonight and his data is for the time of the deposit. There is also validity from the drug and I will quote at what stage it is possible to consider waiving a radar (reading from Section A. 3, Appendix 7). That is, there are 2 cases where night measurement does not take place. All the plans discussed here are big plans. There is no knowledge of what is going on At night in terms of migration",0,0,0,1,1,Weakly opposed,-0.5,"The statement reflects a critical perspective on the wind turbine project, particularly focusing on the inadequacy of the environmental impact assessments and the specific challenges posed by the local avian population. The speaker references a detailed report by a researcher who questions the seriousness with which objections and guidelines are treated, especially given Israel's unique situation regarding bird migration. The mention of needing more comprehensive data before making decisions on project approval indicates a demand for more rigorous environmental scrutiny and suggests that the current assessments do not adequately address the specific local conditions.

STANCE: oppose"
18/01/2016,254-0286005,מחוז צפון,Environmental organizations,"Of all the instructions of the review that include a great many things besides wing owners, the only point of contention is about you tonight which is a specific part within the review against a limited number of entrepreneurs. They could say that they are following the green route that does not give concessions to anyone. Alex says that maybe there is some chance.. in the TMA.. it is a fact that everything written in the TMA except for the point of you Lila the entrepreneurs do not dispute it. So the green route, the entrepreneurs will say that this is what is written in the TMA. On the other hand, let's say we will wait for the team to finish and then tell one company that in a certain place it is not necessary. I do not see that happening. The sub-team of the technologies that may exist and can replace, as of today there is no device that can replace The machine is for the data base first of all. The guys said a month ago that they would not activate it at night. The TMA writes that they want it to work all the time 
Our birders said that the northeast of the Golan is less problematic.. there are places they already know from accumulated experience.. you actually asked if all these things the national council did not know when it wrote the TMA (reading). The TMA said its thing. If someone wants to say that I don't like you, they have to bring weighty data that until now no one has brought. Therefore, if the committee says that he does not need you, it should give reasons",0,0,0,1,1,Weakly opposed,1,"The statement appears to discuss various aspects of a wind turbine project, focusing on the review process, the opinions of different stakeholders, and the implementation of certain technologies. The speaker mentions that the main contention is a specific part of the review, suggesting some disagreement but also indicates that most parts of the review are not disputed by the entrepreneurs. The mention of adhering to the ""green route"" and the reference to the TMA (presumably a regulatory or guiding document) suggest a commitment to following established guidelines. The speaker also notes that no alternative technologies are currently available to replace the proposed solution, indicating a reliance on the existing project plan. The discussion about bird impact assessments in the northeast of the Golan being less problematic and the requirement for substantial data to challenge the project further suggest a stance that leans towards supporting the project, as it emphasizes compliance with guidelines and a lack of viable alternatives.

STANCE: support"
